ID,SDMVPSU,SDMVSTRA,WTMEC8YR,WTDR8YR,WTSVOC8Y,WTSHM8YR,WTSPO8YR,WTSAU8YR,WTSAF8YR,WTSCI8YR,WTSPH8YR
315,315,1,2819.496972,5905.945233,NA,8599.465764,NA,NA,NA,NA,NA
316,316,2,1068.91214,587.700396,NA,NA,NA,3399.140604,NA,NA,NA
317,317,1,7547.232781,8295.421818,NA,22490.75369,15773.71651,NA,NA,14639.37683,NA
318,318,2,1017.203249,928.4548819,NA,NA,NA,NA,NA,NA,NA
319,319,2,850.0494581,827.3573733,NA,NA,NA,NA,NA,NA,NA
320,320,1,55042.81244,75190.94257,NA,NA,164578.0092,NA,52881.60311,0,NA
321,321,1,33063.03039,25543.82281,4.56,NA,NA,NA,NA,77766.72018,NA
322,322,1,8419.464619,12151.29112,NA,NA,NA,NA,NA,16331.24601,NA
323,323,2,22486.16288,12754.98848,NA,82973.94102,NA,NA,NA,NA,NA
324,324,2,0,NA,NA,NA,NA,NA,NA,NA,NA
325,325,2,862.4356424,787.190351,NA,NA,NA,NA,NA,NA,NA
326,326,1,2966.046577,3137.368199,NA,NA,NA,NA,NA,NA,NA
327,327,2,19630.23857,14088.26324,NA,NA,54375.76085,NA,NA,45629.2891,NA
328,328,2,23805.21561,23613.25559,3.705,NA,NA,83080.20249,NA,51491.08866,NA
329,329,1,5330.840996,3720.834931,NA,17271.92483,NA,NA,NA,13332.40889,4938.53108
330,330,2,31220.69931,26178.36218,2.845,NA,94910.9259,NA,NA,72090.21415,NA
331,331,2,13019.00589,NA,NA,45957.09078,NA,NA,NA,26366.86626,NA
332,332,1,975.5281688,1221.20011,4.015,NA,NA,NA,NA,NA,NA
333,333,2,4615.503912,2898.57903,NA,NA,17077.36447,NA,6317.421476,11832.33854,NA
334,334,1,44087.69882,27489.7059,2.545,NA,180318.6882,NA,45995.61402,92690.62406,NA
335,335,2,16772.83449,21099.1059,NA,61891.75929,NA,NA,NA,NA,NA
336,336,1,2869.092023,4390.546061,NA,9927.058401,NA,NA,NA,NA,NA
337,337,2,4124.55351,6406.964219,NA,NA,15590.81227,NA,NA,0,NA
338,338,1,1211.814577,505.5611234,NA,NA,NA,3853.570355,NA,3122.623656,NA
339,339,2,4972.912648,3358.540729,4,NA,21234.33701,NA,5648.419422,NA,NA
340,340,1,18808.42647,17861.75893,4.215,NA,NA,53980.18396,NA,NA,NA
341,341,3,16060.6846,11526.45963,NA,NA,70667.01225,NA,NA,NA,NA
342,342,2,1728.181544,1682.047709,NA,NA,NA,NA,NA,NA,NA
343,343,2,1157.328446,2081.214503,NA,3529.851762,NA,NA,NA,3361.503417,NA
344,344,2,60062.56654,61676.55536,NA,NA,179587.0739,NA,55031.53761,NA,NA
345,345,1,2299.156164,3286.957743,NA,NA,NA,NA,NA,NA,NA
346,346,1,22282.27589,28253.42614,NA,NA,NA,67292.4732,NA,NA,NA
347,347,2,36946.49064,24249.04176,NA,NA,NA,114164.6561,NA,NA,NA
348,348,1,20356.79764,25811.9629,NA,NA,56388.32946,NA,NA,NA,NA
349,349,1,3878.515815,8124.251317,NA,11829.47324,NA,NA,NA,0,NA
350,350,2,10895.53133,5969.212635,2.17,32686.594,NA,NA,NA,NA,NA
351,351,1,17038.45274,21892.4665,3.815,NA,NA,48900.35937,NA,35107.43683,NA
352,352,2,7361.345411,12630.59405,2.92,22010.42278,NA,NA,NA,NA,NA
353,353,1,3695.803954,3028.782993,NA,NA,NA,NA,NA,NA,NA
354,354,1,4811.367406,4391.587977,NA,NA,NA,NA,NA,NA,NA
355,355,2,17819.58287,25100.79789,NA,NA,NA,NA,NA,NA,NA
356,356,2,23494.14718,15419.88282,NA,NA,58030.54354,72596.9148,NA,NA,NA
357,357,2,0,NA,NA,NA,NA,NA,NA,NA,NA
358,358,2,16637.06686,9114.763354,NA,NA,NA,46750.15787,19983.98903,0,NA
359,359,2,15366.5615,15958.96811,NA,NA,NA,43180.03781,19320.32199,34848.34465,NA
360,360,2,8311.54534,NA,NA,NA,NA,0,NA,0,NA
361,361,2,0,NA,NA,NA,NA,NA,NA,NA,NA
362,362,1,2762.403506,2102.993657,NA,NA,8204.338412,NA,NA,0,NA
363,363,2,3620.956957,3830.106815,NA,NA,NA,NA,NA,NA,NA
364,364,2,6186.942696,5793.592783,NA,NA,NA,NA,NA,NA,NA
365,365,1,6590.360885,NA,NA,NA,NA,20166.50431,NA,NA,NA
366,366,1,4299.989577,4185.201282,NA,NA,NA,NA,NA,11237.50501,NA
367,367,1,1358.741606,566.8581197,NA,NA,3682.189751,NA,NA,NA,NA
368,368,2,14961.25781,11558.76258,4.295,NA,NA,42938.80992,NA,32545.58765,NA
369,369,2,5402.101905,5937.635066,NA,NA,NA,NA,NA,10478.4638,NA
370,370,1,1569.155114,1432.250367,NA,NA,NA,NA,NA,NA,NA
371,371,2,3914.966414,4303.073557,NA,NA,NA,NA,NA,NA,NA
372,372,2,16708.53778,15867.56204,7.7,NA,NA,NA,NA,37934.09815,NA
373,373,1,5671.169204,NA,NA,NA,10888.64487,NA,NA,NA,NA
374,374,1,55923.74948,65386.46313,2.62,NA,228728.1354,NA,56463.59848,117574.9104,NA
375,375,2,0,NA,NA,NA,NA,NA,NA,NA,NA
376,376,1,5603.04205,3402.449891,NA,16697.06531,11710.35789,NA,NA,NA,NA
377,377,2,13896.07402,13170.65519,NA,NA,NA,NA,NA,NA,NA
378,378,1,28118.23977,83681.18438,NA,NA,NA,86885.36088,NA,NA,NA
379,379,2,6290.660647,5614.70135,NA,NA,NA,16670.25071,NA,12202.00229,NA
380,380,1,7179.698888,9701.991528,NA,20749.32979,NA,NA,NA,NA,NA
381,381,2,2412.248911,967.8671472,NA,NA,7164.379267,NA,NA,NA,NA
382,382,2,8624.552898,8190.461069,NA,NA,NA,0,NA,0,NA
383,383,2,0,NA,NA,NA,NA,NA,NA,NA,NA
384,384,2,2519.248237,1803.657408,NA,NA,5794.270945,NA,NA,6583.751935,NA
385,385,2,841.9641339,819.487887,NA,NA,NA,NA,NA,NA,NA
386,386,2,11758.05847,15100.95958,5.595,42211.4299,NA,NA,NA,27230.20375,NA
387,387,2,2025.63637,3296.256108,NA,NA,NA,NA,NA,NA,NA
388,388,2,13228.4758,NA,NA,46299.66529,NA,NA,NA,NA,NA
389,389,1,14196.83732,18241.31511,2.655,50966.64597,NA,NA,NA,NA,NA
390,390,2,1021.870682,426.3177713,NA,3116.705579,NA,NA,NA,NA,NA
391,391,1,3653.457262,NA,NA,NA,NA,12348.68555,NA,NA,NA
392,392,1,1084.815445,699.1114759,3.015,NA,NA,3341.231569,NA,2152.629587,NA
393,393,1,1431.775239,1113.909575,NA,4438.50324,NA,NA,NA,3053.697697,NA
394,394,2,5938.898765,6527.646863,NA,17697.91832,NA,NA,NA,11519.68933,NA
395,395,2,5085.77278,9806.126804,NA,NA,NA,NA,NA,NA,NA
396,396,2,1409.483601,828.7732977,NA,NA,NA,5060.046127,NA,3410.981102,NA
397,397,1,14271.65002,15704.78054,NA,NA,36535.42404,NA,NA,0,14515.60603
398,398,2,1016.573117,558.9237894,NA,NA,2754.913148,NA,NA,NA,NA
399,399,2,56336.44249,91276.47434,NA,NA,180276.616,NA,55488.77219,NA,NA
400,400,2,3861.845015,8957.656666,NA,11778.6273,NA,NA,NA,9379.421547,NA
401,401,3,17463.21386,16580.16179,NA,NA,NA,NA,NA,NA,NA
402,402,2,11249.14207,8690.857684,4.905,40384.42001,NA,NA,NA,NA,NA
403,403,2,16773.6081,28780.15129,2.795,60217.25309,NA,NA,NA,NA,NA
404,404,2,6359.731511,3861.949918,NA,18951.9999,NA,NA,NA,12335.97914,NA
405,405,1,1090.886204,1694.895496,NA,3010.845923,NA,NA,NA,NA,NA
406,406,1,22121.8942,24343.33053,NA,NA,NA,82293.44641,NA,NA,23715.70276
407,407,2,43276.64324,56021.51517,NA,NA,142812.9227,NA,38761.01138,NA,NA
408,408,2,21318.59401,12092.69996,NA,NA,NA,66727.19926,NA,58697.12212,NA
409,409,1,1158.071326,483.1397901,NA,NA,0,NA,NA,2672.516389,NA
410,410,1,1329.494203,2197.520834,2.325,4121.432029,NA,NA,NA,NA,NA
411,411,2,3330.111759,3730.49196,NA,NA,9890.431926,NA,NA,NA,NA
412,412,1,0,NA,NA,NA,NA,NA,NA,NA,NA
413,413,1,899.899576,821.3856529,NA,NA,NA,NA,NA,NA,NA
414,414,2,22241.73915,17409.02475,NA,NA,NA,67170.05222,NA,NA,NA
415,415,1,0,NA,NA,NA,NA,NA,NA,NA,NA
416,416,2,5602.423419,3906.463246,4.015,NA,NA,17647.63377,NA,NA,NA
417,417,2,1090.829507,599.7508212,NA,NA,3305.213407,NA,NA,0,NA
418,418,2,33032.93385,40346.56666,NA,NA,NA,NA,NA,NA,NA
419,419,2,31019.29719,19341.25345,2.455,89335.5759,NA,NA,NA,65387.7931,NA
420,420,1,13559.76805,19385.54035,NA,NA,NA,NA,NA,NA,NA
421,421,2,4661.668861,3584.010719,2.515,15290.27386,NA,NA,NA,NA,NA
422,422,2,3042.063286,2824.313567,NA,NA,NA,NA,NA,NA,NA
423,423,2,1095.25264,456.9322448,NA,NA,NA,3931.956976,NA,NA,NA
424,424,2,21449.88023,NA,NA,NA,NA,64349.64069,NA,NA,NA
425,425,3,7129.24953,6618.940593,NA,NA,NA,NA,NA,NA,NA
426,426,1,67077.88676,78427.96325,NA,NA,274348.5569,NA,67357.12181,NA,NA
427,427,2,0,NA,NA,NA,NA,NA,NA,NA,NA
428,428,1,0,NA,NA,NA,NA,NA,NA,NA,NA
429,429,2,7200.557091,6037.622334,NA,NA,NA,20737.60442,8155.218174,NA,NA
430,430,1,41906.15113,23180.99466,NA,NA,125299.3919,NA,44407.88353,NA,NA
431,431,1,18240.44162,NA,NA,NA,75697.83272,NA,NA,48605.74394,NA
432,432,2,8215.631573,6181.490744,NA,NA,27933.14735,NA,10674.52459,24757.06325,NA
433,433,1,16672.55588,9457.294219,NA,NA,NA,50351.11877,NA,0,NA
434,434,2,35931.30108,30128.17247,3.17,NA,109231.1553,NA,35450.15414,82610.11365,NA
435,435,2,2923.040519,3633.345781,NA,NA,0,NA,NA,NA,NA
436,436,1,0,NA,NA,NA,NA,NA,NA,NA,NA
437,437,2,22839.99582,26704.6927,2.905,NA,NA,73544.78654,23833.28595,NA,NA
438,438,2,21119.17928,46336.19926,NA,NA,87644.594,NA,NA,NA,NA
439,439,1,16495.12329,7088.84127,NA,NA,43712.07671,NA,14386.44927,32977.99774,NA
440,440,2,0,NA,NA,NA,NA,NA,NA,NA,NA
441,441,2,0,NA,NA,NA,NA,NA,NA,NA,NA
442,442,1,7504.143535,14030.22097,NA,21686.97482,NA,NA,NA,NA,NA
443,443,1,7021.316727,4409.451669,3.52,20291.60534,NA,NA,8410.481336,16110.73802,NA
444,444,1,19866.60041,18444.5568,NA,NA,NA,NA,NA,NA,NA
445,445,1,3140.029207,4311.83578,NA,NA,NA,10613.29872,NA,NA,NA
446,446,1,38763.17191,27056.0244,NA,135671.1017,NA,NA,36552.53574,92013.81799,NA
447,447,2,16322.52131,16190.90009,2.515,NA,NA,NA,17529.23155,NA,NA
448,448,3,16885.99008,20624.62049,NA,NA,NA,52177.70936,NA,44587.1595,NA
449,449,1,6684.918662,10580.55864,NA,19252.56575,15375.31292,NA,NA,NA,NA
450,450,1,6325.886456,3841.397492,NA,20938.68417,12145.702,NA,NA,12270.32984,NA
451,451,2,0,NA,NA,NA,NA,NA,NA,NA,NA
452,452,2,6815.425161,5265.458449,3.03,20378.12123,NA,NA,NA,NA,NA
453,453,1,40969.15184,49508.68824,2.655,NA,116352.3912,NA,41748.84766,87399.33703,NA
454,454,2,3038.454555,2490.072415,NA,NA,NA,NA,NA,NA,NA
455,455,2,1843.499713,2999.870696,NA,NA,NA,NA,NA,NA,NA
456,456,2,1723.094548,2553.169526,NA,NA,NA,NA,NA,NA,NA
457,457,2,3990.230159,1601.000901,NA,NA,NA,0,NA,NA,NA
458,458,1,21703.35763,15466.79448,5.075,NA,NA,NA,NA,51638.40739,NA
459,459,1,0,NA,NA,NA,NA,NA,NA,NA,NA
460,460,1,48135.59545,65755.37536,NA,NA,154033.9054,NA,38891.35719,NA,NA
461,461,2,49236.8842,NA,NA,NA,0,NA,NA,NA,NA
462,462,1,2668.522372,2740.489031,NA,NA,NA,NA,NA,NA,NA
463,463,2,11409.87873,12423.298,NA,36625.71072,NA,NA,NA,NA,NA
464,464,1,0,NA,NA,NA,NA,NA,NA,NA,NA
465,465,2,837.6916139,871.3620791,3.015,2345.536519,NA,NA,NA,1477.274475,NA
466,466,2,45602.96117,38237.7993,NA,145017.4165,NA,NA,NA,0,NA
467,467,1,2743.194669,2248.101215,NA,NA,NA,NA,NA,NA,NA
468,468,2,56132.78599,39179.71499,NA,NA,167837.0301,NA,52257.8856,NA,NA
469,469,2,30509.53886,61994.96231,2.705,NA,NA,NA,33311.93365,NA,NA
470,470,2,18137.25506,13016.77627,NA,66926.47118,NA,NA,NA,42158.94023,NA
471,471,2,5405.901242,5018.948912,NA,NA,NA,NA,NA,NA,NA
472,472,2,14901.84669,15476.33777,NA,44705.54007,NA,NA,NA,35619.95623,NA
473,473,2,1581.54172,659.8088715,NA,NA,NA,5677.734773,NA,3591.583132,NA
474,474,1,93423.40101,65207.92012,NA,NA,NA,280270.203,78691.68972,NA,NA
475,475,2,13344.70275,17138.69831,5.265,47907.48287,NA,NA,NA,37920.4437,NA
476,476,2,3288.011461,4087.005463,NA,9337.95255,8285.788882,NA,NA,NA,NA
477,477,2,33391.51626,27998.5787,2.25,108856.343,NA,NA,31987.41826,NA,NA
478,478,3,0,NA,NA,NA,NA,NA,NA,NA,NA
479,479,1,4445.57784,2114.652799,NA,15381.69933,NA,NA,NA,NA,NA
480,480,1,3250.581645,2270.31701,NA,NA,NA,NA,NA,NA,NA
481,481,2,1454.688203,1513.158442,3.67,4509.533429,NA,NA,1715.380848,NA,NA
482,482,2,28379.17765,21127.50218,NA,NA,NA,NA,NA,NA,NA
483,483,3,23031.31592,15116.11338,NA,NA,NA,NA,NA,60813.78417,NA
484,484,2,46545.67192,NA,NA,NA,NA,0,NA,0,NA
485,485,2,3105.021192,2223.041936,NA,NA,NA,11985.3818,NA,8114.599023,NA
486,486,2,0,NA,NA,NA,NA,NA,NA,NA,NA
487,487,1,24602.86005,13955.65789,NA,NA,68149.92233,NA,NA,58681.19502,NA
488,488,1,53608.46796,73231.56388,NA,173691.4362,NA,NA,NA,NA,53271.11683
489,489,1,52360.20474,32647.8058,NA,NA,214153.2374,NA,50900.27873,111699.8272,NA
490,490,1,19072.04629,24182.92699,NA,NA,52829.56822,NA,NA,NA,NA
491,491,2,3837.43614,NA,NA,NA,NA,NA,NA,7443.479662,NA
492,492,2,3606.322502,3731.769683,NA,12477.87586,NA,NA,NA,10102.47769,NA
493,493,3,20785.80394,25118.35957,3.5,NA,NA,72542.45577,22322.4809,NA,NA
494,494,2,1574.584603,925.8523284,NA,4802.483038,NA,NA,NA,NA,NA
495,495,1,26462.33985,32691.19267,NA,NA,NA,NA,NA,NA,NA
496,496,1,1811.570596,NA,NA,NA,NA,NA,NA,NA,NA
497,497,2,0,NA,NA,NA,NA,NA,NA,NA,NA
498,498,3,21270.57673,13960.48974,NA,NA,NA,NA,NA,NA,NA
499,499,1,13077.98093,13539.37154,NA,33087.29175,NA,NA,NA,NA,12360.07117
500,500,2,2733.175049,1885.550009,NA,NA,NA,NA,NA,NA,NA
501,501,1,2946.078412,4662.907206,NA,NA,6775.980347,11371.86267,NA,NA,NA
502,502,1,3267.122127,5556.278892,NA,11336.91378,NA,NA,NA,NA,NA
503,503,1,2943.204257,2686.417257,NA,NA,NA,NA,NA,NA,NA
504,504,2,4177.504803,5407.770362,NA,NA,NA,12532.51441,4012.16994,10552.1292,NA
505,505,1,4664.112762,5768.285373,3.075,NA,NA,NA,5643.936191,11719.10968,NA
506,506,1,2991.571029,NA,NA,NA,NA,9513.195872,NA,NA,NA
507,507,2,16549.87199,12953.89399,NA,61069.02763,NA,NA,NA,38866.20536,NA
508,508,2,7013.842614,19055.58233,4.33,NA,NA,NA,NA,NA,NA
509,509,2,7663.196303,9846.332347,2.89,NA,NA,NA,NA,NA,NA
510,510,1,1300.902329,1487.458765,NA,3967.752102,NA,NA,NA,NA,NA
511,511,1,1461.577006,859.404107,NA,NA,NA,5247.061452,NA,3320.290657,NA
512,512,2,26223.33885,31689.28449,NA,83390.21754,NA,NA,NA,60290.41358,NA
513,513,2,0,NA,NA,NA,NA,NA,NA,NA,NA
514,514,1,55580.63434,38794.32268,NA,194532.2202,NA,NA,50925.02611,132504.5087,NA
515,515,1,2618.690279,4709.169817,NA,7987.005351,NA,NA,NA,NA,NA
516,516,2,16847.19411,24085.36489,NA,NA,NA,NA,NA,NA,NA
517,517,1,4187.932036,2828.390786,2.56,NA,NA,12815.07203,NA,10736.21225,NA
518,518,1,3213.47826,10213.41613,NA,NA,11375.71304,NA,NA,NA,NA
519,519,1,9523.150214,13414.38071,NA,NA,NA,NA,NA,NA,NA
520,520,2,2899.38011,2075.813069,NA,NA,6668.574253,11191.60722,NA,NA,NA
521,521,1,953.7176873,623.3376199,NA,NA,2889.764593,NA,NA,NA,NA
522,522,1,34988.63346,42281.60136,3.375,NA,106365.4457,NA,34983.92232,NA,NA
523,523,1,1881.412665,4300.05275,NA,NA,8127.702713,NA,NA,NA,NA
524,524,2,24286.69605,24090.85347,3.08,NA,NA,0,NA,NA,NA
525,525,2,4712.943261,6471.735148,NA,NA,NA,15929.74822,NA,12316.70975,NA
526,526,1,0,NA,NA,NA,NA,NA,NA,NA,NA
527,527,2,18500.53221,NA,3.355,NA,NA,51986.4955,NA,44221.91163,NA
528,528,1,22104.32154,24323.99326,NA,NA,NA,60123.75459,NA,NA,22413.84825
529,529,2,2726.009003,2409.015476,NA,NA,NA,7632.825207,NA,7404.62976,NA
530,530,2,5888.58054,5581.178091,NA,NA,NA,NA,NA,NA,NA
531,531,1,28304.69988,36359.99766,2.47,NA,NA,NA,NA,NA,NA
532,532,2,10958.04559,6003.461622,NA,NA,NA,29805.88401,11586.21275,NA,NA
533,533,2,0,NA,NA,NA,NA,NA,NA,NA,NA
534,534,2,4087.1777,6544.962278,NA,NA,NA,NA,NA,NA,NA
535,535,1,4348.675914,6327.529351,NA,12002.34552,NA,NA,NA,14412.50146,NA
536,536,2,1072.088694,2384.799763,NA,NA,NA,3409.242047,NA,NA,NA
537,537,2,49071.55803,41146.19619,NA,NA,NA,141326.0871,53451.40219,120270.0076,NA
538,538,1,39708.4005,49055.18479,NA,NA,NA,132626.0577,NA,104849.3324,NA
539,539,1,5123.393261,4846.200397,NA,NA,NA,16138.68877,NA,NA,NA
540,540,2,2903.906104,1381.317208,NA,NA,NA,8130.937092,NA,7328.905615,NA
541,541,2,7692.276727,5787.715401,NA,24692.20829,NA,NA,NA,21375.34971,9135.391682
542,542,2,4063.173885,2744.133257,NA,NA,14586.79425,NA,4863.984345,7287.632099,NA
543,543,2,17415.62822,7484.431724,NA,NA,46151.41477,NA,14940.25039,NA,NA
544,544,2,3126.61198,2380.262387,NA,NA,11068.20641,NA,NA,7593.730888,NA
545,545,1,10885.58741,9256.535911,NA,NA,NA,NA,NA,NA,NA
546,546,2,1342.967437,1535.556237,NA,3706.590125,NA,NA,NA,NA,NA
547,547,1,0,NA,NA,NA,NA,NA,NA,NA,NA
548,548,2,2762.403506,2441.17785,NA,NA,8204.338412,NA,NA,NA,NA
549,549,1,1427.57573,839.4114307,NA,NA,NA,4539.690823,NA,3641.271247,NA
550,550,1,0,NA,NA,NA,NA,NA,NA,NA,NA
551,551,2,38805.55225,49849.31107,2.405,NA,NA,124953.8783,40493.16954,NA,NA
552,552,1,0,NA,NA,NA,NA,NA,NA,NA,NA
553,553,2,2660.66139,4070.869475,NA,NA,9418.74132,NA,NA,NA,NA
554,554,1,10420.8471,7840.708206,NA,NA,30741.49895,NA,11597.03684,NA,NA
555,555,2,0,NA,NA,NA,NA,NA,NA,NA,NA
556,556,1,3809.691521,2628.212153,NA,NA,NA,14705.40927,NA,NA,NA
557,557,2,3009.917314,1431.744152,NA,9180.247809,NA,NA,NA,NA,NA
558,558,2,19482.93726,11399.17657,NA,NA,NA,58838.47052,NA,45738.59326,NA
559,559,2,15112.04364,10845.63736,NA,55763.44104,NA,NA,NA,0,NA
560,560,1,40473.99188,33937.19045,4.625,NA,NA,NA,37036.3822,95197.85587,NA
561,561,1,23866.95119,18439.11962,NA,85682.35478,NA,NA,NA,NA,NA
562,562,2,26297.18629,14546.6696,NA,NA,0,NA,NA,62422.76867,24164.06438
563,563,2,6882.393264,5178.354199,NA,17412.45496,NA,NA,NA,14334.41861,8002.20844
564,564,1,3420.623171,4279.613745,NA,11835.35617,NA,NA,NA,NA,NA
565,565,1,3138.205694,NA,NA,NA,NA,NA,NA,NA,NA
566,566,2,23869.52728,26683.14622,NA,NA,66118.59058,NA,NA,56298.22901,NA
567,567,2,3420.055674,5413.094974,NA,NA,7866.12805,NA,NA,NA,NA
568,568,2,27245.07878,55361.62445,3.825,NA,NA,NA,22807.72243,NA,NA
569,569,1,8602.038345,5846.615657,NA,NA,NA,23655.60545,NA,27513.23887,9538.804515
570,570,1,40813.7265,25448.30799,2.485,NA,NA,136725.9838,35157.84705,NA,NA
571,571,2,3091.093557,4244.638162,NA,NA,7789.555765,10447.89622,NA,NA,NA
572,572,2,4015.16677,2221.047672,NA,NA,NA,12045.50031,3351.009536,NA,NA
573,573,2,33959.13133,54380.12483,NA,NA,NA,NA,NA,89668.48835,NA
574,574,1,4668.820411,9002.180584,NA,NA,NA,NA,NA,NA,NA
575,575,2,2083.035626,3086.506824,NA,NA,NA,NA,NA,NA,NA
576,576,1,0,NA,NA,NA,NA,NA,NA,NA,NA
577,577,2,49118.84451,67098.53754,NA,171915.9558,NA,NA,45004.49607,NA,NA
578,578,1,65270.201,76314.40365,NA,NA,266955.1221,NA,65541.91094,139240.6735,NA
579,579,2,5303.838191,NA,NA,NA,NA,0,NA,NA,NA
580,580,3,0,NA,NA,NA,NA,NA,NA,NA,NA
581,581,1,49113.06026,59350.09831,NA,151759.3562,NA,NA,NA,104772.7061,NA
582,582,1,4374.028063,2419.556996,NA,NA,NA,13122.08419,3610.521675,11052.32986,NA
583,583,2,7200.557091,12925.4835,NA,NA,NA,19585.51529,NA,20866.7988,NA
584,584,1,57497.14376,40132.01315,NA,NA,189740.5744,NA,NA,135089.2026,60153.02058
585,585,1,43489.20084,59408.1926,NA,152212.2029,NA,NA,NA,NA,44171.69448
586,586,1,59723.39839,33036.86312,NA,NA,NA,179170.1952,59281.95348,NA,NA
587,587,1,0,NA,NA,NA,NA,NA,NA,NA,NA
588,588,1,27455.66275,41077.79958,NA,NA,NA,74679.40269,24331.05729,54890.93766,NA
589,589,2,15980.69399,9064.844401,NA,NA,NA,50019.57218,NA,44000.12242,NA
590,590,2,3677.965812,7704.163144,NA,NA,13902.71077,NA,NA,10038.42165,NA
591,591,1,2640.622405,3619.008011,NA,NA,NA,9479.834433,NA,6187.584669,NA
592,592,1,54681.38534,30247.80056,NA,NA,NA,146546.1127,52187.02705,129799.5698,NA
593,593,1,47902.19943,33434.90775,NA,167657.698,NA,NA,NA,114199.0817,51950.33859
594,594,1,22282.27589,28253.42614,NA,82221.59805,NA,NA,NA,NA,NA
595,595,1,54210.75636,37838.17151,NA,NA,178895.496,NA,50988.99529,NA,NA
596,596,2,51027.20315,28226.43673,NA,165328.1382,NA,NA,NA,NA,48511.55654
597,597,1,34262.95006,101968.1269,NA,109641.4402,84629.48664,NA,NA,NA,NA
598,598,3,4425.328233,5728.577223,NA,14338.06348,NA,NA,NA,0,4083.626355
599,599,1,19779.71669,33638.66365,NA,NA,NA,59734.7444,NA,NA,NA
600,600,2,3456.945807,2631.742644,NA,NA,NA,10993.08767,NA,NA,NA
601,601,2,12219.08581,6931.12024,NA,NA,NA,36901.63913,NA,29610.49868,NA
602,602,1,9136.12713,14963.40022,NA,NA,NA,32615.97385,11257.61564,NA,NA
603,603,3,0,NA,NA,NA,NA,NA,NA,NA,NA
604,604,2,3309.654787,5064.735348,NA,11451.40556,NA,NA,NA,9033.175393,NA
605,605,1,0,NA,NA,NA,NA,NA,NA,NA,NA
606,606,2,0,NA,NA,NA,NA,NA,NA,NA,NA
607,607,1,0,NA,NA,NA,NA,NA,NA,NA,NA
608,608,1,1545.391993,NA,NA,NA,NA,0,NA,NA,NA
609,609,1,3347.111164,2309.089381,NA,NA,7698.355678,NA,NA,NA,NA
610,610,1,48859.75557,59043.99524,NA,NA,NA,136807.3156,NA,103783.6744,NA
611,611,1,4006.285902,4487.962695,NA,13861.74922,NA,NA,NA,NA,NA
612,612,2,3596.340359,5328.823436,NA,NA,NA,NA,NA,NA,NA
613,613,2,13514.18763,11331.56227,2.97,38920.86038,NA,NA,13499.88284,NA,NA
614,614,1,29097.87868,28863.23978,3.92,NA,NA,87293.63605,NA,86750.1523,NA
615,615,1,17942.14322,7710.703527,NA,63335.76557,NA,NA,NA,0,NA
616,616,1,24359.02715,24512.4329,NA,95730.97671,NA,NA,NA,54054.94588,21988.17073
617,617,1,2361.740104,4247.098369,NA,NA,7156.072514,NA,NA,5363.365261,NA
618,618,2,4527.832634,1816.703257,NA,15666.30091,NA,NA,NA,12298.90446,NA
619,619,1,3752.226001,5152.494216,NA,NA,9455.609522,12682.52388,NA,NA,NA
620,620,2,7960.16722,4361.047598,5,25950.14514,NA,NA,NA,NA,NA
621,621,2,2192.672345,NA,NA,NA,NA,NA,NA,NA,NA
622,622,1,11497.68271,15207.72113,3.715,NA,NA,NA,NA,27356.22913,NA
623,623,2,2587.015915,3759.105684,NA,7450.605834,0,NA,NA,6760.854601,NA
624,624,1,2363.821976,NA,NA,NA,NA,NA,NA,6177.564117,NA
625,625,2,3026.964966,2088.228421,NA,8596.580504,NA,NA,NA,7910.608474,NA
626,626,2,5431.228979,5137.381164,4.55,NA,NA,18683.42769,NA,NA,NA
627,627,1,1522.127416,2056.864435,2.325,4718.594989,NA,NA,2208.868543,NA,NA
628,628,2,24574.07789,15322.50927,3.435,NA,NA,73722.23368,NA,NA,NA
629,629,2,29548.14588,19393.29585,NA,94554.06683,0,NA,NA,78021.35895,NA
630,630,2,6562.747048,19531.03929,NA,NA,NA,NA,NA,12729.76863,NA
631,631,2,1159.270098,2084.706161,NA,NA,3141.621967,NA,NA,NA,NA
632,632,2,3479.614724,4974.584476,NA,NA,NA,NA,NA,NA,NA
633,633,1,0,NA,NA,NA,NA,NA,NA,NA,NA
634,634,1,5493.195212,3836.634759,NA,NA,NA,NA,NA,10655.1576,NA
635,635,1,22046.80209,68336.94938,NA,NA,61290.10982,NA,NA,NA,NA
636,636,1,47647.82045,47263.5989,NA,151520.069,NA,NA,NA,NA,NA
637,637,1,3818.873769,4746.868476,NA,NA,8783.409668,NA,NA,NA,NA
638,638,1,1231.845297,2902.893358,NA,NA,NA,NA,NA,NA,NA
639,639,2,58504.52652,79919.79876,NA,189554.6659,NA,NA,NA,NA,52707.01741
640,640,2,817.7356629,555.7968866,NA,NA,3009.26724,NA,1148.87571,2140.806751,NA
641,641,1,1322.108127,726.9105113,NA,4032.429788,NA,NA,NA,NA,NA
642,642,1,44172.91968,53380.24369,2.795,NA,NA,147979.2809,NA,NA,NA
643,643,1,11710.80331,6415.866557,NA,34781.08584,NA,NA,NA,NA,NA
644,644,2,19482.73425,21439.15143,NA,NA,NA,NA,NA,NA,18473.74789
645,645,2,17848.09738,30623.75964,2.56,NA,NA,51224.03949,NA,40521.28839,NA
646,646,1,68257.77153,87683.40323,NA,NA,NA,191121.7603,NA,NA,NA
